quelle,url,titel,address,plz,bezirk,preis,wohnfläche,zimmer,balkon,terrasse,garten,einbauküche,fahrstuhl,keller,garage,carport,parkplatz,barrierefrei,haustiere_erlaubt,teilmöbliert_/_möbliert,stockwerk,verfügbar,bautyp,zustand,baujahr,preis_raw,wohnfläche_raw,zimmer_raw,böden,befristung,heizung,abstellraum,objekttyp,grundfläche,objektbeschreibung,lage,ausstattung,preis_und_detailinformation,zusatzinformationen,sonstiges,energieausweis_heizung,details,beschreibung,merkmale,highlight_raw
immowelt,https://www.immowelt.at/expose/2necb53,Erstbezug - 3-Zi.-Wohnung mit Rooftop Pool & Sauna,Straße nicht freigegeben 1220 Wien (Donaustadt),1220,22,,72.03,3.0,True,False,,True,True,False,False,,False,,False,False,37. Geschoss,01.04.2026,Neubau,Erstbezug,2026,€ 1.990,"72,03 m²",3,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Loggia Einbauküche, offene Küche Böden: Fliesenboden, Parkett Zustand: Erstbezug Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug Wellness: Swimming-Pool",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nxnn53,Unbefristet / Helle Altbauwohnung nahe Sonnenbergplatz,Straße nicht freigegeben 1190 Wien (Döbling),1190,19,,72.0,2.0,False,False,,True,False,False,False,,False,,False,False,1. Geschoss,,,renoviert / saniert,,"€ 1.056,44",72 m²,2,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Bad mit Wanne Einbauküche Böden: Parkett Zustand: renoviert / saniert Zustand: Altbau (bis 1945),<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mvdk5y,"Wien Döbling, sonnige 3-Zimmer",Straße nicht freigegeben 1190 Wien (Döbling),1190,19,,72.0,3.0,False,False,,True,True,True,True,,True,,False,False,4. Geschoss (Dachgeschoss),01.04.2026,,renoviert / saniert,1965,,72 m²,3,"Fliesenboden, Kunststoffboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Einbauküche Böden: Fliesenboden, Kunststoffboden, Parkett Zustand: renoviert / saniert Weitere Räume: Kelleranteil Baujahr: 1965 Personenaufzug 1 Stellplatz: Garage, Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m7mm5r,Besser gehts nicht_Klima_Lift_Möbliert_Garage_Infrarot,Straße nicht freigegeben 1120 Wien (Meidling),1120,12,,72.0,3.0,False,False,,False,False,True,True,,True,,False,True,,sofort,,gepflegt,2004,€ 1.190,72 m²,3,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,barrierefrei Ausstattung: möbliert Zustand: gepflegt Weitere Räume: Kelleranteil Baujahr: 2004 1 Stellplatz: Garage,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n26c52,Helle 3-Zimmer Dachgeschoßwohnung,"Mariahilfer Straße 208 1150 Wien,Rudolfsheim-Fünfhaus",1150,15,,71.53,,False,False,,True,True,False,False,,False,,False,False,Dachgeschoss,sofort,,,,€ 1.300,"71,53 m²",k.A.,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Einbauküche Böden: Fliesenboden, Parkett Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nsdm52,++MOLLARD 50++ Exclusive 3-room apartment right in the heart of the city (3/3),Straße nicht freigegeben 1060 Wien (Mariahilf),1060,6,,71.12,3.0,True,False,,True,True,False,False,,False,,False,False,1. Geschoss,sofort,Neubau,Erstbezug,2025,"€ 1.974,98","71,12 m²",3,"Estrich, Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne und Dusche Balkon Einbauküche barrierefrei, rollstuhlgerecht, WG-geeignet Böden: Estrich, Fliesenboden, Parkett Zustand: Erstbezug Weitere Räume: Abstellraum Baujahr: 2025 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m4rc5s,++MOLLARD 50++ Chic 3-room apartment in a prime city center location (3/5),Straße nicht freigegeben 1060 Wien (Mariahilf),1060,6,,71.02,3.0,True,False,,True,True,False,False,,False,,False,False,2. Geschoss,sofort,Neubau,Erstbezug,2025,"€ 2.024,98","71,02 m²",3,"Estrich, Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne und Dusche Balkon Einbauküche barrierefrei, rollstuhlgerecht, WG-geeignet Böden: Estrich, Fliesenboden, Parkett Zustand: Erstbezug Weitere Räume: Abstellraum Baujahr: 2025 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mf5s5z,Schöne 3-Zimmerwohnung in Toplage,Schottenring 28 1010 Wien (Innere Stadt),1010,1,,71.0,3.0,False,False,,True,True,False,False,,False,,False,False,3. Geschoss,sofort,Neubau,gepflegt,1960,"€ 1.635,23",71 m²,3,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Einbauküche Zustand: gepflegt Baujahr: 1960 Zustand: Neubau Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mjvl5z,Urbanes Wohnen im Grünen,Hütteldorfer Straße 269-271 1140 Wien (Penzing),1140,14,,70.8,3.0,True,False,,False,True,True,False,,False,,False,False,2. Geschoss,sofort,,Erstbezug,2024,,"70,80 m²",3,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon, Garten barrierefrei Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil Baujahr: 2024 Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m2x65z,FAMILIENFREUNDLICHER ERSTBEZUG in kleiner Wohnanlage | RUHIGE LAGE + UBAHN,Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,70.28,3.0,True,False,,True,True,False,False,,False,,False,False,3. Geschoss,01.05.2026,Neubau,Erstbezug,2025,€ 1.420,"70,28 m²",3,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon, Loggia Einbauküche, offene Küche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2025 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mt4c5x,Großzügige 3-Zimmer-Wohnung | Familiärer Erstbezug in U-Bahnnähe,Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,70.26,3.0,True,False,,True,True,False,False,,False,,False,False,2. Geschoss,01.05.2026,Neubau,Erstbezug,2025,€ 1.390,"70,26 m²",3,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne und Dusche Balkon, Loggia Einbauküche, offene Küche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2025 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mygf5z,3 Zimmerbalkonwohnung in absoluter Rodauer Ruhelage,Straße nicht freigegeben 1230 Wien (Liesing),1230,23,,70.0,3.0,True,False,,True,False,True,False,,False,,False,False,,,,,,€ 950,70 m²,3,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Balkon, Garten Einbauküche Weitere Räume: Kelleranteil",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mcjy5w,Ruhige 3-Zimmer-Wohnung nahe U4 Hietzing | Erstbezug nach Sanierung | Garten,Gyrowetzgasse 2 1140 Wien (Penzing),1140,14,,69.74,3.0,False,False,,True,True,True,False,,False,,False,False,1. Geschoss,nach Absprache,,renoviert / saniert,1969,,"69,74 m²",3,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Garten Einbauküche Böden: Fliesenboden, Kunststoffboden Zustand: renoviert / saniert Weitere Räume: Kelleranteil Baujahr: 1969 Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nkdm52,++FonteFlats++ Außergewöhnlicher 3-Zimmer Neubau-ERSTBEZUG mit toller Terrasse!,Straße nicht freigegeben 1100 Wien (Favoriten),1100,10,,69.68,3.0,True,False,,True,True,False,False,,False,,False,False,,,Neubau,Erstbezug,2024,€ 1.499,"69,68 m²",3,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug Baujahr: 2024 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mnvq5v,| AB MÄRZ VERFÜGBAR | 3 ZIMMER | MIT BALKON | KAGRANER PLATZ | NEUBAU |,Straße nicht freigegeben 1220 Wien (Donaustadt),1220,22,,69.41,3.0,True,False,,True,True,False,False,,False,,False,False,2. Geschoss,,Neubau,,2022,€ 1.339,"69,41 m²",3,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Balkon, Garten Einbauküche, offene Küche rollstuhlgerecht Böden: Fliesenboden, Parkett Weitere Räume: Abstellraum Anschlüsse: Kabelanschluss Baujahr: 2022 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m98z5w,3 Zimmer Neubauwohnung Schlosspark Schönbrunn Nähe.,Rosasgasse 18 1120 Wien (Meidling),1120,12,,69.2,3.0,True,False,,True,True,True,False,,False,,False,False,2. Geschoss,01.02.2026,,gepflegt,1976,,"69,20 m²",3,"Fliesenboden, Kunststoffboden, Laminat",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Balkon Einbauküche barrierefrei Böden: Fliesenboden, Kunststoffboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil Baujahr: 1976 Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mvbq5y,Charmante 2-Zimmer-Wohnung in 1200 Wien - Ihr neues Zuhause zum Wohlfühlen!,Innstraße 23 1200 Wien (Brigittenau),1200,20,,68.93,2.0,False,False,,True,True,False,False,,False,,False,False,2. Geschoss,ab sofort,Neubau,,2009,"€ 913,66","68,93 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Einbauküche, offene Küche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Abstellraum Anschlüsse: Kabelanschluss Baujahr: 2009 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2njg753,Erdgeschoss - großzügige 2 Zimmerwohnung nächst U6-Dresdnerstraße - unbefristet!,"Straße nicht freigegeben 1200 Wien,Brigittenau",1200,20,,68.92,2.0,False,False,,False,True,False,False,,False,,False,False,Erdgeschoss,Mietvertrag,,Altbau (bis 1945),,"€ 863,69","68,92 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche offene Küche barrierefrei Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Abstellraum Anschlüsse: Kabelanschluss Zustand: Altbau (bis 1945) Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m9bg5x,Wohnen im Arsenal,Arsenal 11a 1030 Wien (Landstraße),1030,3,,68.73,3.0,False,False,,True,True,False,False,,False,,False,False,Erdgeschoss,,Neubau,gepflegt,,€ 1.250,"68,73 m²",3,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Einbauküche Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Abstellraum Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2md6n5y,Tolle 2 Zimmer DG-Wohnung in Ruhelage inkl. Nutzung Gemeinschaftsterrasse,"Löwenherzgasse 1030 Wien,Landstraße",1030,3,,68.7,2.0,False,False,,False,True,False,False,,False,,False,False,Dachgeschoss,sofort,Neubau,,2004,€ 1.200,"68,70 m²",2,"Holzdielen, Fliesenboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne offene Küche barrierefrei Böden: Holzdielen, Fliesenboden Weitere Räume: Wasch-Trockenraum Baujahr: 2004 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nphn52,3-Zimmer-DG-Appartement mit Terrasse - Nächst-Schwedenplatz/ Urania - hochwertig ausgestattet - provisionsfrei für Mieter,Straße nicht freigegeben 1020 Wien (Leopoldstadt),1020,2,,68.4,3.0,False,True,,True,True,False,False,,False,,False,False,5. Geschoss,Mitte Februar 2026,,gepflegt,2014,€ 1.610,"68,40 m²",3,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Bad mit Fenster und Wanne Terrasse Einbauküche barrierefrei Böden: Parkett Zustand: gepflegt Anschlüsse: Kabelanschluss Baujahr: 2014 Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m9ps5z,"Moderne 2,5-Zimmer-Wohnung mit Loggia nahe Bushaltestelle 31A",Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,68.3,2.5,True,False,,True,True,False,False,,False,,False,False,2. Geschoss,ab 01.01.2026,Neubau,gepflegt,,€ 1.299,"68,30 m²","2,5","Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Loggia Einbauküche barrierefrei Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Abstellraum, Wasch-Trockenraum Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mflq5z,"Gut geschnittene 2,5 Zimmer Wohnung mit neuer Küche mit Balkon in 1210 Wien",Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,68.3,3.0,True,False,,True,True,True,False,,False,,True,False,2. Geschoss,sofort,,,2014,€ 1.299,"68,30 m²",3,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Bad mit Wanne Loggia Einbauküche Böden: Parkett Weitere Räume: Kelleranteil Haustiere erlaubt Baujahr: 2014 Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mcey5q,Geräumige 2-Zimmer-Wohnung mit Loggia und Einbauküche - ab sofort beziehbar!,Humboldtgasse 38 1100 Wien (Favoriten),1100,10,,68.04,2.0,True,False,,True,True,False,False,,False,,False,False,2. Geschoss,ab sofort,Neubau,gepflegt,,"€ 1.114,73","68,04 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Loggia Einbauküche, offene Küche Böden: Fliesenboden, Parkett Zustand: gepflegt Anschlüsse: Kabelanschluss Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nuc952,"gut angebundene, helle 2 Zimmer Wohnung in 1170",Straße nicht freigegeben 1170 Wien (Hernals),1170,17,,68.0,2.0,True,False,,False,False,False,False,,False,,False,False,1. Geschoss,nach Absprache,,renoviert / saniert,1958,,68 m²,2,"Fliesenboden, Laminat",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Balkon Böden: Fliesenboden, Laminat Zustand: renoviert / saniert Baujahr: 1958",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mtzf5z,Stilvoll Wohnen in Wiens historischer Altstadt,Straße nicht freigegeben 1010 Wien (Innere Stadt),1010,1,,67.86,2.0,False,False,,True,True,False,False,,False,,False,False,4. Geschoss,ab sofort,,Altbau (bis 1945),,"€ 1.889,99","67,86 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Fenster und Dusche Einbauküche Böden: Fliesenboden, Parkett voll klimatisiert Zustand: Altbau (bis 1945) Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2ma4a5z,"DACHGESCHOSS - TERRASSE MIT ca.7,45m² - GRÜNBLICK - SÜD-AUSRICHTUNG - RUHIG - HETZENDORF - GARAGENPLATZ",Straße nicht freigegeben 1120 Wien (Meidling),1120,12,,67.83,2.0,False,True,,False,True,False,True,,True,,False,False,3. Geschoss (Dachgeschoss),sofort,Neubau,gepflegt,1995,"€ 1.240,21","67,83 m²",2,Marmorboden,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Bad mit Wanne Terrasse barrierefrei Böden: Marmorboden Zustand: gepflegt Weitere Räume: Abstellraum Baujahr: 1995 Zustand: Neubau Personenaufzug 1 Stellplatz: Garage,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mknf5w,Moderne Neubauwohnung in ausgezeichneter Lage!,Straße nicht freigegeben 1090 Wien (Alsergrund),1090,9,,67.8,3.0,False,False,,False,True,True,False,,False,,False,False,,sofort,Neubau,,2007,€ 1.445,"67,80 m²",3,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"barrierefrei Weitere Räume: Kelleranteil, Abstellraum Baujahr: 2007 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mhfp5v,Ruhige & helle Traumwohnung mit großzügigem Wohnbereich und guter Energieklasse,Karmarschgasse 54 1100 Wien (Favoriten),1100,10,,67.59,2.0,False,False,,True,True,True,False,,False,,False,False,1. Geschoss,nach Absprache,,gepflegt,1997,,"67,59 m²",2,"Fliesenboden, Kunststoffboden, Laminat",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Einbauküche barrierefrei Böden: Fliesenboden, Kunststoffboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil Baujahr: 1997 Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n3jg53,Großzügige 2-Zimmer Wohnung nahe Troststraße in 1100 Wien zu mieten,Straße nicht freigegeben 1100 Wien (Favoriten),1100,10,,67.27,2.0,False,False,,True,True,True,False,,False,,True,False,5. Geschoss,ab sofort,,gepflegt,1993,"€ 955,55","67,27 m²",2,"Fliesenboden, Laminat",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Einbauküche Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil Haustiere erlaubt Baujahr: 1993 Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mlyg5s,++NEU++ fantastische 3-Zimmer-Wohnung mitten im Herzen der Stadt (2/13),Straße nicht freigegeben 1060 Wien (Mariahilf),1060,6,,67.22,3.0,False,True,,True,True,False,False,,False,,False,False,4. Geschoss,sofort,Neubau,Erstbezug,2025,€ 2.075,"67,22 m²",3,"Estrich, Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Terrasse Einbauküche barrierefrei, rollstuhlgerecht, WG-geeignet Böden: Estrich, Fliesenboden, Parkett Zustand: Erstbezug Weitere Räume: Abstellraum Baujahr: 2025 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mu9p5w,2 Zimmer Wohnung mit Einbauküche und Terrasse,Steinackergasse 2 1120 Wien (Meidling),1120,12,,67.16,2.0,False,False,,True,False,False,False,,False,,False,False,5. Geschoss,,Neubau,,,€ 1.200,"67,16 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Fenster und Dusche Einbauküche Böden: Fliesenboden, Parkett Anschlüsse: Kabelanschluss Zustand: Neubau",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m2kn5y,Hier beginnt Zuhause - Modern wohnen im Grünen & doch zentral,Tokiostraße 1220 Wien (Donaustadt),1220,22,,67.0,3.0,True,False,,True,True,False,True,,True,,False,False,3. Geschoss,sofort,Neubau,gepflegt,2023,€ 1.390,67 m²,3,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche, Gäste-WC Balkon Einbauküche barrierefrei Böden: Parkett Zustand: gepflegt Baujahr: 2023 Zustand: Neubau Personenaufzug 1 Stellplatz: Garage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nj6654,ODO25 - Helles Wohnen mit Blick ins Grüne & nachhaltigen Lebenskonzepten,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,66.92,2.0,False,True,,False,True,False,False,,False,,False,False,5. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 1.250,"66,92 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Terrasse offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nvt454,ODO25 | 2 Zimmer | Maisonette | Terrasse | Erstbezug | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,66.92,2.0,False,True,,True,True,False,True,,False,,False,False,5. Geschoss,01.07.2026,,Erstbezug,2026,"€ 1.249,99","66,92 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Terrasse Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mdke5z,"Frisch saniert | DG-Wohnung beim Prater, Praterstern, Praterstraße | Ruhige Seitengasse I",Straße nicht freigegeben 1020 Wien (Leopoldstadt),1020,2,,66.77,,False,False,,False,True,False,False,,False,,False,False,Dachgeschoss,,Neubau,renoviert / saniert,,,"66,77 m²",k.A.,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne offene Küche Böden: Fliesenboden, Parkett Zustand: renoviert / saniert Weitere Räume: Abstellraum Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mueu5z,Zentrale Ruheoase: 3-Zimmer-Wohnung im Herzen der Leopoldstadt,Straße nicht freigegeben 1020 Wien (Leopoldstadt),1020,2,,66.19,3.0,False,False,,True,True,False,False,,False,,False,True,2. Geschoss,,,Altbau (bis 1945),1965,"€ 1.749,97","66,19 m²",3,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Einbauküche Böden: Fliesenboden, Parkett Ausstattung: möbliert Baujahr: 1965 Zustand: Altbau (bis 1945) Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mmaq5z,++VIOLAA++ Hochwertiger 3-Zimmer Neubau-ZWEITBEZUG mit Loggia und Balkon!,Laaer-Berg-Straße 110 1100 Wien (Favoriten),1100,10,,66.0,3.0,True,False,,True,True,False,False,,False,,False,False,1. Geschoss,,Neubau,,2021,"€ 1.249,38",66 m²,3,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Loggia Einbauküche barrierefrei Böden: Fliesenboden, Parkett Weitere Räume: Wasch-Trockenraum Baujahr: 2021 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mugt5r,2 Zimmer Wohnung mit Biedermeier-Charme im generalsanierten Biedermeierhaus mit Mietkaufoption!,Straße nicht freigegeben 1090 Wien (Alsergrund),1090,9,,66.0,2.0,False,False,,True,False,False,False,,False,,False,True,,sofort,,,,€ 1.222,66 m²,2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne, Gäste-WC Einbauküche Böden: Fliesenboden, Parkett Ausstattung: teilweise möbliert",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nymr52,3-Zimmer-Wohnung in Ruhelage - jetzt einziehen & wohlfühlen!,Czeikestraße 4 1100 Wien (Favoriten),1100,10,,65.94,3.0,True,False,,False,True,False,False,,False,,False,False,Erdgeschoss,ab sofort,Neubau,,,"€ 1.249,38","65,94 m²",3,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Loggia Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Wasch-Trockenraum Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nrmr52,Familienfreundliche 3-Zimmer-Wohnung am Laaer Berg - Grün & ruhig!,Czeikestraße 4 1100 Wien (Favoriten),1100,10,,65.94,3.0,True,False,,False,True,False,False,,False,,False,False,Erdgeschoss,ab sofort,Neubau,,,"€ 1.249,38","65,94 m²",3,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Loggia Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Wasch-Trockenraum Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
